id,title,original_title,original_language,release_date,popularity,vote_average,vote_count,adult,video,overview,budget,revenue,runtime,status,homepage,genres,production_companies,production_countries
953,Madagascar,Madagascar,en,2005-05-25,19.3016,6.909,11095,False,False,Four animal friends get a taste of the wild life when they break out of captivity at the Central Park Zoo and wash ashore on the island of Madagascar.,75000000,542064525,86,Released,https://www.dreamworks.com/movies/madagascar,Family; Animation; Adventure; Comedy,Pacific Data Images; DreamWorks Animation,United States of America
810,Shrek the Third,Shrek the Third,en,2007-05-17,18.5915,6.297,9234,False,False,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",160000000,813367380,93,Released,http://www.shrekthethird.com/flash/index.html,Fantasy; Adventure; Animation; Comedy; Family,DreamWorks Animation; Pacific Data Images,United States of America
2062,Ratatouille,Ratatouille,en,2007-06-28,19.668,7.826,17462,False,False,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",150000000,623726000,111,Released,http://disney.go.com/disneypictures/ratatouille,Animation; Comedy; Family; Fantasy,Pixar; Walt Disney Pictures,United States of America
585083,Hotel Transylvania: Transformania,Hotel Transylvania: Transformania,en,2022-01-31,18.6706,7.072,2845,False,False,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",75000000,18500000,92,Released,https://www.hoteltmovie.com,Animation; Comedy; Family; Adventure; Fantasy,Sony Pictures Animation; Sony Pictures; MRC; Columbia Pictures,United States of America
93456,Despicable Me 2,Despicable Me 2,en,2013-06-26,18.2318,6.9,11465,False,False,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,76000000,970766005,98,Released,,Animation; Comedy; Family,Illumination; Universal Pictures,United States of America
2062,Ratatouille,Ratatouille,en,2007-06-28,19.668,7.826,17462,False,False,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",150000000,623726000,111,Released,http://disney.go.com/disneypictures/ratatouille,Animation; Comedy; Family; Fantasy,Pixar; Walt Disney Pictures,United States of America
1229646,"Robotia, la película","Robotia, la película",es,2024-06-07,20.8229,7.5,12,False,False,,0,0,0,Released,,Animation; Adventure,Malabar Animation Studio; Dibulitoon Studio; Paycom Cinema; Tropics Creative,Argentina; Spain
438148,Minions: The Rise of Gru,Minions: The Rise of Gru,en,2022-06-29,17.504,7.3,3722,False,False,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",85000000,940203765,87,Released,https://www.minionsmovie.com/,Animation; Comedy; Family; Adventure,Universal Pictures; Illumination,United States of America
73723,The Lorax,The Lorax,en,2012-03-01,17.5355,6.504,3640,False,False,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",70000000,349305397,86,Released,,Animation; Family,Universal Pictures; Illumination; dentsu; Dr. Seuss Enterprises,United States of America; Japan
9806,The Incredibles,The Incredibles,en,2004-10-27,17.2681,7.71,17971,False,False,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",92000000,631442092,115,Released,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,Action; Adventure; Animation; Family,Walt Disney Pictures; Pixar,United States of America
129,Spirited Away,千と千尋の神隠し,ja,2001-07-20,19.9777,8.536,17099,False,False,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",19000000,274925095,125,Released,http://movies.disney.com/spirited-away,Animation; Family; Fantasy,Studio Ghibli,Japan
9502,Kung Fu Panda,Kung Fu Panda,en,2008-06-04,18.8916,7.299,11892,False,False,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",130000000,632091832,90,Released,http://www.kungfupanda.com/,Action; Adventure; Animation; Family; Comedy,DreamWorks Animation,United States of America
483456,Peacemaker Kurogane: Belief,PEACE MAKER 鐵 前篇 想道~オモウミチ~,ja,2018-06-02,16.9411,5.125,4,False,False,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge leads him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind, and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",0,0,109,Released,http://peacemakerk.jp/,Animation; History; Action; Drama; Fantasy; Romance,White Fox; Frontier Works; KADOKAWA; Hakuhodo DY Music & Pictures; Bandai Namco Arts; AT-X; Sony Music Communications; Adores; Contents Seed; GYAO,Japan
929204,Wallace & Gromit: Vengeance Most Fowl,Wallace & Gromit: Vengeance Most Fowl,en,2024-12-18,17.4067,7.546,472,False,False,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",0,191452,79,Released,https://www.bbc.co.uk/programmes/m0022179,Family; Comedy; Adventure; Animation,Aardman,United Kingdom
177572,Big Hero 6,Big Hero 6,en,2014-10-24,18.346,7.729,15873,False,False,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",165000000,657870525,102,Released,http://movies.disney.com/big-hero-6,Adventure; Family; Animation; Action; Comedy,Walt Disney Pictures; Walt Disney Animation Studios,United States of America
62177,Brave,Brave,en,2012-06-21,17.9447,7.021,13573,False,False,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",185000000,539000000,93,Released,https://movies.disney.com/brave,Animation; Adventure; Comedy; Family; Action; Fantasy,Walt Disney Pictures; Pixar,United States of America
324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,en,2018-12-06,18.9062,8.397,16102,False,False,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",90000000,384298736,117,Released,https://www.sonypictures.com/movies/spidermanintothespiderverse,Animation; Action; Adventure; Science Fiction,Columbia Pictures; Lord Miller; Pascal Pictures; Sony Pictures Animation; Arad Productions; Marvel Entertainment,United States of America
49013,Cars 2,Cars 2,en,2011-06-11,16.963,6.146,7982,False,False,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,200000000,559852396,106,Released,http://www.disney.go.com/cars/,Animation; Family; Adventure; Comedy,Pixar; Walt Disney Pictures,United States of America
76492,Hotel Transylvania,Hotel Transylvania,en,2012-09-20,18.2736,6.958,8755,False,False,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",85000000,358375603,91,Released,http://www.sonypictures.com/movies/hoteltransylvania/,Animation; Comedy; Family; Fantasy,Columbia Pictures; Sony Pictures Animation,United States of America
3933,Corpse Bride,Corpse Bride,en,2005-09-12,16.756,7.578,9524,False,False,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",40000000,118133252,77,Released,https://www.warnerbros.com/movies/tim-burtons-corpse-bride,Romance; Fantasy; Animation,Tim Burton Productions; Laika; Patalex Productions; Warner Bros. Pictures; Will Vinton Studios,United Kingdom; United States of America
82690,Wreck-It Ralph,Wreck-It Ralph,en,2012-11-01,16.6691,7.343,12507,False,False,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",165000000,471222889,101,Released,http://disney.go.com/wreck-it-ralph,Family; Animation; Comedy; Adventure,Walt Disney Animation Studios; Walt Disney Pictures,United States of America
11544,Lilo & Stitch,Lilo & Stitch,en,2002-06-21,18.5198,7.536,6438,False,False,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",80000000,273144151,85,Released,https://movies.disney.com/lilo-stitch,Animation; Family; Comedy,Walt Disney Pictures; Walt Disney Feature Animation,United States of America
9487,A Bug's Life,A Bug's Life,en,1998-11-25,16.9607,6.973,9298,False,False,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",80000000,363258859,95,Released,http://movies.disney.com/a-bugs-life,Family; Animation; Adventure; Comedy,Walt Disney Pictures; Pixar,United States of America
508947,Turning Red,Turning Red,en,2022-03-10,15.9011,7.348,5383,False,False,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",175000000,21328962,100,Released,https://www.disneyplus.com/movies/turning-red/4mFPCXJi7N2m,Animation; Family; Comedy; Fantasy,Walt Disney Pictures; Pixar,United States of America
109445,Frozen,Frozen,en,2013-11-20,18.7267,7.247,16832,False,False,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",150000000,1274219009,102,Released,http://movies.disney.com/frozen,Animation; Family; Adventure; Fantasy,Walt Disney Pictures; Walt Disney Animation Studios,United States of America
1014505,OVERLORD: The Sacred Kingdom,劇場版「オーバーロード」聖王国編,ja,2024-09-20,16.4522,7.8,90,False,False,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",0,7614966,134,Released,,Action; Adventure; Animation; Fantasy,KADOKAWA; Madhouse; Bit grooove promotion; Hakuhodo DY Music & Pictures; AT-X; NTT Docomo,Japan
37135,Tarzan,Tarzan,en,1999-06-18,17.4088,7.4,6912,False,False,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",130000000,448200000,88,Released,,Family; Adventure; Animation; Drama,Walt Disney Pictures; Edgar Rice Burroughs Inc.; Walt Disney Feature Animation,United States of America
12,Finding Nemo,Finding Nemo,en,2003-05-30,17.7286,7.815,19624,False,False,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",94000000,940335536,100,Released,http://movies.disney.com/finding-nemo,Animation; Family,Pixar,United States of America
324568,Delinquent in Drag,おいら女蛮,ja,1992-08-21,17.3683,5.179,14,False,False,"Does being the only guy in an all girl school sound like paradise? It might be, if the girls knew you were a guy, but to stay in school teenage pervert Banji can't let can't let anyone find out his chromosomes don't match. Banji's status conscious parents want him to go to a good school, but not enough to spend the money on a good co-ed school. Now, in addition to studying math and science, Banji has to learn how to put on a bra and makeup. His life has become a living hell. Not only is he at the bottom of the social pecking order, he must also got to conceal his inner-masculinity from the pretty classmate girl who's stolen his heart while avoiding the female bullies who threaten to expose his less-than-feminine charms in the locker room.",0,0,43,Released,,Animation; Comedy; Action,Studio Signal Club,Japan
508442,Soul,Soul,en,2020-12-25,16.5262,8.11,10742,False,False,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",150000000,121977511,101,Released,https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,Animation; Family; Comedy; Fantasy,Walt Disney Pictures; Pixar,United States of America
585511,Luck,Luck,en,2022-08-05,17.2254,7.777,1788,False,False,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",0,0,105,Released,https://tv.apple.com/movie/umc.cmc.5w6fq1u39v7ozsdv3jkx0nrfs,Animation; Adventure; Comedy; Fantasy,Skydance Animation; Skydance Animation East; Skydance Animation,Spain; United States of America
10191,How to Train Your Dragon,How to Train Your Dragon,en,2010-03-18,17.0319,7.838,13365,False,False,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",165000000,494879471,98,Released,http://www.howtotrainyourdragon.com/,Fantasy; Adventure; Animation; Family,DreamWorks Animation,United States of America
10674,Mulan,Mulan,en,1998-06-18,17.801,7.906,9903,False,False,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",90000000,304320254,88,Released,,Animation; Family; Adventure,Walt Disney Pictures; Walt Disney Feature Animation,United States of America
8355,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,en,2009-06-26,16.0487,6.755,8469,False,False,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",90000000,886686817,94,Released,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,Animation; Comedy; Family; Adventure,Blue Sky Studios; 20th Century Fox Animation; 20th Century Fox,United States of America
527774,Raya and the Last Dragon,Raya and the Last Dragon,en,2021-03-03,15.534,7.838,6914,False,False,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",100000000,130423032,107,Released,https://movies.disney.com/raya-and-the-last-dragon,Animation; Family; Fantasy; Action; Adventure,Walt Disney Pictures; Walt Disney Animation Studios,United States of America
49444,Kung Fu Panda 2,Kung Fu Panda 2,en,2011-05-25,15.1194,7.038,7384,False,False,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",150000000,665692281,91,Released,http://www.kungfupanda.com/,Animation; Family; Comedy,DreamWorks Animation,United States of America
496450,"Miraculous: Ladybug & Cat Noir, The Movie",Miraculous - le film,fr,2023-07-05,16.0952,7.64,899,False,False,"After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other.",86000000,40208268,107,Released,https://www.netflix.com/title/81383247,Animation; Fantasy; Action; Romance; Family,The Awakening Production; SND; Fantawild; Zag Animation Studios; ON Animation Studios,China; France; Canada
812,Aladdin,Aladdin,en,1992-11-25,16.3838,7.7,11447,False,False,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",28000000,504050219,92,Released,http://movies.disney.com/aladdin,Animation; Family; Adventure; Fantasy; Romance,Walt Disney Pictures; Walt Disney Feature Animation,United States of America
592983,Spellbound,Spellbound,en,2024-11-22,15.3922,6.711,251,False,False,"When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.",0,0,111,Released,https://www.netflix.com/title/81745658,Animation; Fantasy; Family; Adventure; Comedy,Skydance Media; Skydance Animation; Skydance Animation,Spain; United States of America
1159311,My Hero Academia: You're Next,僕のヒーローアカデミア THE MOVIE ユアネクスト,ja,2024-08-02,16.1323,6.889,117,False,False,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",0,32224616,110,Released,,Animation; Action; Adventure; Science Fiction,BONES; TOHO; Yomiuri Telecasting Corporation; Shueisha; Nippon Television Network Corporation; dentsu; Sony Music Entertainment; movic,Japan
1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir","Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",fr,2023-10-21,17.6871,7.228,597,False,False,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",0,0,48,Released,,Animation; Adventure; Action; Fantasy; Family,Zagtoon; SAMG Entertainment; Method Animation; The Walt Disney Company EMEA; Télé-Québec; TF1; Gloob; Norman Studio,Canada; France; South Korea; United Kingdom
901362,Trolls Band Together,Trolls Band Together,en,2023-10-12,15.2286,7.303,892,False,False,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",95000000,209646030,91,Released,https://www.dreamworks.com/movies/trolls-band-together,Animation; Family; Music; Fantasy; Comedy,DreamWorks Animation,United States of America
810693,Jujutsu Kaisen 0,劇場版 呪術廻戦 0,ja,2021-12-24,14.7732,8.1,1485,False,False,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",0,195870885,105,Released,,Animation; Action; Fantasy,MAPPA; Shueisha; Sumzap; MBS; TOHO,Japan
62211,Monsters University,Monsters University,en,2013-06-19,14.2631,7.0,10804,False,False,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,200000000,743600000,104,Released,,Animation; Family,Pixar; Walt Disney Pictures,United States of America
893723,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,en,2023-09-21,15.6492,7.071,484,False,False,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",30000000,202231360,87,Released,https://www.pawpatrol.movie,Family; Comedy; Adventure; Animation,Nickelodeon Movies; Spin Master; Paramount Pictures; Mikros Image; Mikros Animation; adrian150 Animation,Canada; France; United States of America
